Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain,lab_host,sample_type,collected_by,Host_disease
SRR22084050,AMPLICON,302,312369774,PRJNA894555,SAMN31463338,SARS-CoV-2: clinical or host-associated,97651936,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064205,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_1-3_D2,ferret nasal lavage,F_1_1-3_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:02:00Z,1,Ferret.Paxlovid_study_1.Group_1.Ferret_#3.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084051,AMPLICON,302,474375258,PRJNA894555,SAMN31463337,SARS-CoV-2: clinical or host-associated,148612105,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064204,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_1-3_D1,ferret nasal lavage,F_1_1-3_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:02:00Z,1,Ferret.Paxlovid_study_1.Group_1.Ferret_#3.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084052,AMPLICON,302,243588972,PRJNA894555,SAMN31463336,SARS-CoV-2: clinical or host-associated,75993250,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064203,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_1-2_D3,ferret nasal lavage,F_1_1-2_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:01:00Z,1,Ferret.Paxlovid_study_1.Group_1.Ferret_#2.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084053,AMPLICON,302,157389112,PRJNA894555,SAMN31463335,SARS-CoV-2: clinical or host-associated,48833764,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064202,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_1-2_D2,ferret nasal lavage,F_1_1-2_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:01:00Z,1,Ferret.Paxlovid_study_1.Group_1.Ferret_#2.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084054,AMPLICON,302,479428926,PRJNA894555,SAMN31463334,SARS-CoV-2: clinical or host-associated,149534274,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064201,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_1-2_D1,ferret nasal lavage,F_1_1-2_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:01:00Z,1,Ferret.Paxlovid_study_1.Group_1.Ferret_#2.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084055,AMPLICON,302,149782336,PRJNA894555,SAMN31463333,SARS-CoV-2: clinical or host-associated,46876438,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064200,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_1-1_D3,ferret nasal lavage,F_1_1-1_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:01:00Z,1,Ferret.Paxlovid_study_1.Group_1.Ferret_#1.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084056,AMPLICON,302,128883634,PRJNA894555,SAMN31463348,SARS-CoV-2: clinical or host-associated,40341271,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064199,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_2-3_D3,ferret nasal lavage,F_1_2-3_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:01:00Z,1,Ferret.Paxlovid_study_1.Group_2.Ferret_#3.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084057,AMPLICON,302,24874834,PRJNA894555,SAMN31463347,SARS-CoV-2: clinical or host-associated,7947117,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064198,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_2-3_D2,ferret nasal lavage,F_1_2-3_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:01:00Z,1,Ferret.Paxlovid_study_1.Group_2.Ferret_#3.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084058,AMPLICON,302,402058036,PRJNA894555,SAMN31463346,SARS-CoV-2: clinical or host-associated,126080336,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064197,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_2-3_D1,ferret nasal lavage,F_1_2-3_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:01:00Z,1,Ferret.Paxlovid_study_1.Group_2.Ferret_#3.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084059,AMPLICON,302,411961522,PRJNA894555,SAMN31463345,SARS-CoV-2: clinical or host-associated,128197399,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064196,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_2-2_D3,ferret nasal lavage,F_1_2-2_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:02:00Z,1,Ferret.Paxlovid_study_1.Group_2.Ferret_#2.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084060,AMPLICON,302,402826626,PRJNA894555,SAMN31463344,SARS-CoV-2: clinical or host-associated,126402307,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064195,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_2-2_D2,ferret nasal lavage,F_1_2-2_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:02:00Z,1,Ferret.Paxlovid_study_1.Group_2.Ferret_#2.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084061,AMPLICON,302,173595640,PRJNA894555,SAMN31463343,SARS-CoV-2: clinical or host-associated,53978022,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064194,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_2-2_D1,ferret nasal lavage,F_1_2-2_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:01:00Z,1,Ferret.Paxlovid_study_1.Group_2.Ferret_#2.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084062,AMPLICON,302,334344804,PRJNA894555,SAMN31463342,SARS-CoV-2: clinical or host-associated,103579446,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064193,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_2-1_D3,ferret nasal lavage,F_1_2-1_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:01:00Z,1,Ferret.Paxlovid_study_1.Group_2.Ferret_#1.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084063,AMPLICON,302,204293940,PRJNA894555,SAMN31463341,SARS-CoV-2: clinical or host-associated,63893337,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064192,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_2-1_D2,ferret nasal lavage,F_1_2-1_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:01:00Z,1,Ferret.Paxlovid_study_1.Group_2.Ferret_#1.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084064,AMPLICON,302,64406030,PRJNA894555,SAMN31463332,SARS-CoV-2: clinical or host-associated,20140640,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064191,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_1-1_D2,ferret nasal lavage,F_1_1-1_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:02:00Z,1,Ferret.Paxlovid_study_1.Group_1.Ferret_#1.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22084065,AMPLICON,302,132532096,PRJNA894555,SAMN31463331,SARS-CoV-2: clinical or host-associated,43823058,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18064190,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_1_1-1_D1,ferret nasal lavage,F_1_1-1_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-28T16:01:00Z,1,Ferret.Paxlovid_study_1.Group_1.Ferret_#1.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,missing,missing
SRR22069433,AMPLICON,302,447942104,PRJNA894555,SAMN31490682,Viral,139593485,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050021,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_2-2_D1,ferret nasal lavage,F_2_2-2_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_2.Ferret_#2.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069434,AMPLICON,302,309583522,PRJNA894555,SAMN31490681,Viral,96843972,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050020,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_2-1_D3,ferret nasal lavage,F_2_2-1_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_2.Ferret_#1.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069435,AMPLICON,302,391658666,PRJNA894555,SAMN31490680,Viral,122247915,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050019,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_2-1_D2,ferret nasal lavage,F_2_2-1_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_2.Ferret_#1.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069436,AMPLICON,302,455283422,PRJNA894555,SAMN31490679,Viral,142433764,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050018,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_2-1_D1,ferret nasal lavage,F_2_2-1_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_2.Ferret_#1.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069437,AMPLICON,302,12130736,PRJNA894555,SAMN31490724,Viral,4062142,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050017,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,SARS2-WA-1_input,culture,SARS2-WA-1_input,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:08:00Z,1,SARS2-WA-1 input,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069438,AMPLICON,302,465125300,PRJNA894555,SAMN31490723,Viral,151993415,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050016,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S3-3_D3,ferret nasal lavage,F_3_S3-3_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_3.Ferret_#3.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069439,AMPLICON,302,159091184,PRJNA894555,SAMN31490678,Viral,49513638,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050015,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_1-3_D3,ferret nasal lavage,F_2_1-3_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_1.Ferret_#3.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069440,AMPLICON,302,613584574,PRJNA894555,SAMN31490722,Viral,191745909,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050014,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S3-3_D2,ferret nasal lavage,F_3_S3-3_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:10:00Z,1,Ferret.Paxlovid_study_3.Source_Group_3.Ferret_#3.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069441,AMPLICON,302,507556300,PRJNA894555,SAMN31490721,Viral,161606346,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050013,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S3-3_D1,ferret nasal lavage,F_3_S3-3_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_3.Ferret_#3.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069442,AMPLICON,302,335552804,PRJNA894555,SAMN31490720,Viral,115599512,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050012,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S3-2_D3,ferret nasal lavage,F_3_S3-2_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_3.Ferret_#2.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069443,AMPLICON,302,431474044,PRJNA894555,SAMN31490719,Viral,144863212,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050011,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S3-2_D2,ferret nasal lavage,F_3_S3-2_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_3.Ferret_#2.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069444,AMPLICON,302,451947530,PRJNA894555,SAMN31490718,Viral,143370418,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050010,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S3-2_D1,ferret nasal lavage,F_3_S3-2_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_3.Ferret_#2.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069445,AMPLICON,302,475889184,PRJNA894555,SAMN31490717,Viral,152953691,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050009,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S3-1_D3,ferret nasal lavage,F_3_S3-1_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_3.Ferret_#1.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069446,AMPLICON,302,477580384,PRJNA894555,SAMN31490716,Viral,159669599,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050008,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S3-1_D2,ferret nasal lavage,F_3_S3-1_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:10:00Z,1,Ferret.Paxlovid_study_3.Source_Group_3.Ferret_#1.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069447,AMPLICON,302,482841526,PRJNA894555,SAMN31490715,Viral,161402709,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050007,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S3-1_D1,ferret nasal lavage,F_3_S3-1_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_3.Ferret_#1.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069448,AMPLICON,302,495917220,PRJNA894555,SAMN31490714,Viral,158272052,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050006,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S2-3_D3,ferret nasal lavage,F_3_S2-3_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_2.Ferret_#3.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069449,AMPLICON,302,506560304,PRJNA894555,SAMN31490713,Viral,161246855,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050005,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S2-3_D2,ferret nasal lavage,F_3_S2-3_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_2.Ferret_#3.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069450,AMPLICON,302,187196512,PRJNA894555,SAMN31490677,Viral,58245945,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050004,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_2_1-3_D2,ferret nasal lavage,F_2_1-3_D2,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_2.Group_1.Ferret_#3.Day_2,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069451,AMPLICON,302,532035514,PRJNA894555,SAMN31490712,Viral,168189366,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050003,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S2-3_D1,ferret nasal lavage,F_3_S2-3_D1,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_2.Ferret_#3.Day_1,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
SRR22069452,AMPLICON,302,575094372,PRJNA894555,SAMN31490711,Viral,179630170,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18050002,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,F_3_S2-2_D3,ferret nasal lavage,F_3_S2-2_D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-10-27T14:09:00Z,1,Ferret.Paxlovid_study_3.Source_Group_2.Ferret_#2.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,ferret,,,
